freq,currency,estruct,ecase,geo\TIME_PERIOD,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
A,EUR,NET,P1_NCH_AW125,MT,,,,,,13927.16,14341.49,14969.63,16491.31,16903.84,17545.62,18845.03,19323.24,19884.16,19555.83,20183.9,20993.86,21473.86,22227.65,23807.63,24509.53,22652.49,24699.37,25683.36,30958.19,31435.61
A,EUR,NET,P1_NCH_AW125,NL,24960.84,28249.06,29335.55,30296.79,30867.08,31563.83,33554.98,34515.39,35297.2,36747.35,37428.25,38249.29,38246.07,39536.5,40401.04,41317.75,41707.0,42268.66,42760.59,44543.2,46600.83,48344.68,50379.7,53615.34,45563.96,47857.26
A,EUR,NET,P1_NCH_AW125,NO,30150.56,32988.52,37513.8,36439.49,36129.97,39746.53,41870.2,44240.84,45421.28,44180.63,49816.85,53185.73,57097.45,56874.48,54885.39,53128.44,52182.65,53157.6,53441.56,54063.32,50924.89,56109.47,58865.48,54806.99,,
A,EUR,NET,P1_NCH_AW125,PL,5153.35,6054.83,5890.38,5379.5,5319.38,6158.97,6646.26,7649.83,8933.97,7571.43,8570.45,8808.87,8996.81,9285.36,9941.38,10297.41,10204.9,11172.69,11976.53,12732.24,14162.2,13861.52,15418.39,17891.01,21444.99,23624.37
A,EUR,NET,P1_NCH_AW125,PT,10475.75,11075.71,11465.92,11886.54,12271.24,12786.85,13145.16,13734.91,14156.02,14499.25,14704.7,14373.07,14774.46,13975.46,13893.54,13784.66,14063.73,14382.28,14911.97,15439.03,15577.38,16287.07,17121.1,18383.34,23686.15,25291.44
A,EUR,NET,P1_NCH_AW125,RO,,,,,,,,,4898.46,4426.92,4797.77,5059.33,4960.91,5385.88,5722.8,6366.41,6873.9,7562.28,8336.99,9038.12,9537.24,10087.48,11355.02,13156.34,15967.37,17346.74
A,EUR,NET,P1_NCH_AW125,SE,24432.61,23988.21,25623.83,26192.43,27045.58,27484.0,28491.15,30774.64,31241.0,29924.55,34065.93,36799.29,39465.77,40680.92,39886.68,39329.48,39469.5,39678.8,38323.72,38495.72,39773.05,42261.27,41877.16,41277.99,43023.97,46433.11
A,EUR,NET,P1_NCH_AW125,SI,6857.6,7621.55,8308.35,8991.17,9585.41,10168.54,10701.55,11900.11,12798.73,13068.6,13688.85,14037.67,14200.81,14336.71,14532.19,14634.55,14809.41,15165.54,15684.46,16179.2,16930.99,17811.53,19074.13,20848.48,27102.86,29511.65
A,EUR,NET,P1_NCH_AW125,SK,5121.73,5293.41,5548.45,5866.94,6433.41,6917.57,7380.54,7859.74,8623.64,8889.43,9175.89,9384.37,9573.47,9743.27,10132.25,10352.78,10637.27,11020.63,11648.84,12281.75,12603.87,13513.83,14591.05,16050.62,20980.27,22308.82
A,EUR,NET,P1_NCH_AW125,TR,8724568184.0,5988869666.0,6315109070.0,6466031053.0,6763.2,8051.03,7479.77,6517.93,7082.33,6873.97,8149.01,7603.76,8555.7,8738.67,8416.56,9125.09,9820.51,8754.73,7442.38,8394.02,7833.63,7113.86,7611.25,10616.25,,
A,EUR,NET,P1_NCH_AW125,UK,37815.1,38482.93,39500.98,37043.7,39430.57,40470.61,42008.35,44086.86,38415.91,34484.86,36725.74,36087.57,39534.7,38153.69,40444.62,46029.08,41936.53,40730.73,41533.08,43580.43,,,,,,
A,EUR,NET,P1_NCH_AW125,US,32130.74,34115.21,33425.16,28978.65,26860.2,27549.8,28494.21,27754.42,26790.54,28893.96,31191.15,31000.5,34190.91,32949.93,33779.53,41130.09,41931.45,42086.05,42952.55,46517.5,49329.97,48515.79,56117.37,57404.49,,
A,EUR,NET,P1_NCH_AW167,AT,31607.98,31721.71,32381.85,33665.68,33800.4,35063.32,36027.65,37004.56,37924.87,39108.71,39664.93,40757.14,41763.73,42713.04,43478.03,44428.21,47072.86,47862.64,48759.89,50009.25,50848.54,52044.59,55217.03,59465.11,64067.68,65846.5
A,EUR,NET,P1_NCH_AW167,BE,26393.66,27665.1,28882.7,29653.85,30563.36,31353.14,32239.28,32965.9,34436.72,35740.05,36599.83,37582.02,38710.57,39163.41,39411.83,39501.52,40018.18,41063.12,42313.48,43660.08,44171.33,44970.98,47766.93,51457.11,52392.7,52783.68
A,EUR,NET,P1_NCH_AW167,BG,,,,,,,,,4351.79,4928.7,5347.83,5671.98,6009.33,6342.65,6736.22,7246.26,7830.59,8571.54,9096.51,10175.18,11043.16,12452.46,14310.32,16569.32,21860.92,24845.5
A,EUR,NET,P1_NCH_AW167,CH,60385.47,63907.14,67260.82,66047.73,66216.46,66745.71,66754.35,65749.78,68175.42,72230.33,80078.52,90392.91,96388.84,95351.97,93285.8,105792.96,106295.05,104626.75,101764.84,107245.24,113108.45,115772.48,123204.28,128924.96,,
A,EUR,NET,P1_NCH_AW167,CY,,,,,,24227.31,25562.78,27028.11,,,,,,,29218.32,,,29772.63,30548.66,30949.25,30595.49,31225.22,33572.92,35721.53,41846.34,43026.41
A,EUR,NET,P1_NCH_AW167,CZ,5623.8,6357.47,7498.11,7562.63,7996.88,8930.06,10022.89,10843.84,13270.52,13131.38,14092.81,14815.44,14888.33,14345.63,13916.17,14448.7,15160.45,16507.52,18149.16,19379.44,19368.15,22601.98,25382.97,27972.74,31467.39,34067.6
A,EUR,NET,P1_NCH_AW167,DE,29430.08,30756.95,31585.43,31061.04,32836.7,34293.44,34592.46,36027.88,37174.6,36938.59,39184.66,40671.58,41705.41,42197.37,43126.48,44181.25,45091.98,45795.7,47363.86,48971.23,48289.76,50567.02,55250.9,59021.27,55065.92,56650.83
A,EUR,NET,P1_NCH_AW167,DK,31985.05,33541.37,35088.98,36148.13,37141.49,37640.09,38740.32,40390.17,41877.94,43731.21,48151.31,49174.4,49772.27,50590.28,51707.57,52351.61,52942.42,53859.96,55154.94,56499.57,57789.9,59812.52,61779.14,64159.9,66404.02,68652.93
A,EUR,NET,P1_NCH_AW167,EA19,,,,,,30365.03,31123.59,32221.66,33453.37,33981.19,34999.82,35849.16,36523.89,36969.96,37454.09,38070.88,38537.69,38988.74,39910.66,40945.25,40747.52,42419.14,45038.86,,,
A,EUR,NET,P1_NCH_AW167,EA20,,,,,,,,,,,,,,36713.03,37183.72,37798.9,38264.64,38714.99,39634.25,40664.62,40474.57,42142.43,44755.07,47255.85,47453.53,48830.22
A,EUR,NET,P1_NCH_AW167,EA21,,,,,,,,,,,,,,,,,,,,,,,,,46966.05,48381.85
A,EUR,NET,P1_NCH_AW167,EE,5016.92,5653.67,6220.44,6722.9,7279.32,8234.25,9882.36,11912.03,13534.67,12665.39,12816.93,13658.38,14474.0,15531.18,16314.83,17518.52,18856.0,20140.41,20684.51,22107.68,22642.43,24306.53,26584.76,29656.01,35841.91,37637.55
A,EUR,NET,P1_NCH_AW167,EL,18283.17,18727.82,20341.67,22167.57,24055.26,24524.68,26043.8,27060.59,27409.86,28493.45,28174.05,26652.34,26041.63,22994.63,23367.0,23362.68,22698.69,22532.02,22491.1,22866.99,21500.77,23652.97,25674.76,27372.58,30359.18,32282.01
A,EUR,NET,P1_NCH_AW167,ES,21871.1,22503.43,23213.13,24389.18,25139.94,25784.49,26390.25,27430.53,29283.97,30199.56,30438.42,31190.46,31020.43,31078.53,31164.64,32132.57,32171.41,32442.01,32812.0,33215.23,31957.55,33491.76,34882.01,36481.95,40497.8,41511.08
A,EUR,NET,P1_NCH_AW167,EU15,31071.1,32160.21,33057.19,32818.2,34178.78,35167.18,36120.89,37483.48,37220.49,36761.88,38261.02,38872.46,40298.31,40424.48,41294.62,43037.21,42463.82,42541.28,43416.34,44665.46,,,,,,
A,EUR,NET,P1_NCH_AW167,EU27_2020,,,,,,,,,,,,,,32676.37,33077.08,33614.68,34056.43,34640.16,35552.99,36577.1,36678.57,38192.44,40703.27,43297.7,43958.97,45627.23
A,EUR,NET,P1_NCH_AW167,EU28,,,,,,,,,,,,,,34878.79,35632.09,37112.05,36734.73,37002.91,37932.6,39149.32,,,,,,
A,EUR,NET,P1_NCH_AW167,FI,25940.48,27576.3,29201.26,30284.02,31734.92,33046.18,34821.66,37014.05,39051.99,40846.31,41685.59,42593.73,43770.78,44454.29,44365.73,44761.28,45166.07,45889.69,46778.73,47842.28,49306.94,50346.47,51982.9,53678.97,53795.54,54905.48
A,EUR,NET,P1_NCH_AW167,FR,29854.2,30839.89,31940.05,32713.24,33392.63,34147.27,35103.0,36180.64,37446.43,37988.71,38608.02,39366.83,39930.27,40400.72,40913.73,41563.46,41428.78,41623.58,42638.41,43242.49,41988.13,43922.97,46451.13,48406.23,48802.28,49664.27
A,EUR,NET,P1_NCH_AW167,HR,,,,,,,,,,,,,,12202.4,12257.91,12676.86,12922.88,13528.67,14162.78,14597.21,15183.88,16331.7,17737.62,20036.43,24354.8,27128.95
A,EUR,NET,P1_NCH_AW167,HU,3991.46,4651.15,5590.02,5872.29,6425.15,7138.68,7287.39,7950.62,8507.11,8041.72,9173.2,9834.0,10394.04,10813.39,10818.96,11194.95,11921.67,13399.61,14340.19,15682.21,15947.19,16825.19,17814.64,21241.98,23704.76,25771.43
A,EUR,NET,P1_NCH_AW167,IE,31117.59,35858.0,37815.28,39673.83,41584.05,43332.47,45271.22,47909.9,49978.69,46510.79,46020.61,44576.55,45215.34,45374.88,45635.57,46672.13,48359.89,49346.87,51056.15,55849.12,56759.76,58449.8,59981.63,63930.37,64366.78,67249.69
A,EUR,NET,P1_NCH_AW167,IS,39497.7,36008.99,37676.22,41204.51,44400.71,58865.67,60525.37,67885.19,44232.55,34345.91,36648.47,38995.61,42307.55,45302.04,51266.58,57744.31,68397.6,78123.96,75892.03,73463.33,68417.54,73089.02,81778.54,84258.86,,
A,EUR,NET,P1_NCH_AW167,IT,23573.46,24518.4,24868.3,25309.02,25862.58,26807.25,27330.56,27639.77,28525.96,29020.34,29593.15,29940.36,30422.56,30884.73,31032.88,30889.45,30945.3,31159.01,31378.67,31713.33,32405.25,33135.02,33876.5,34653.62,39097.05,40201.15
A,EUR,NET,P1_NCH_AW167,JP,64786.71,59742.38,54307.36,48975.71,47875.06,47433.86,43781.43,39180.96,41368.33,47008.79,51776.85,54534.23,59703.27,46499.32,44018.06,46869.59,52868.75,50203.34,49311.13,52841.91,51597.71,48273.39,46047.41,42520.17,,
A,EUR,NET,P1_NCH_AW167,LT,3636.86,3753.84,4007.06,4276.71,4573.13,5016.27,6062.97,7671.4,9285.6,8750.6,8548.14,8819.85,9227.43,9782.33,10301.08,10944.57,11891.9,12965.64,14168.08,15741.26,17186.59,18873.99,21414.97,24053.2,29085.96,31704.78
A,EUR,NET,P1_NCH_AW167,LU,37210.77,40151.95,43076.01,44085.15,44979.14,46258.86,47571.26,48818.93,50865.14,52637.59,53698.84,53482.28,55286.43,55917.83,56992.16,57313.04,57816.04,60695.19,61942.08,62936.91,65906.51,66818.54,69388.51,73063.39,80875.24,84101.13
A,EUR,NET,P1_NCH_AW167,LV,2729.36,2920.84,3098.65,3440.58,3837.22,4452.7,5539.13,7257.24,8862.45,8895.3,8360.4,8699.67,8993.96,9523.84,10316.73,11241.64,11876.93,12802.27,14140.06,15183.11,16153.48,18100.61,19502.85,21674.95,28452.43,30743.58
A,EUR,NET,P1_NCH_AW167,MT,,,,,,17923.27,18485.77,19210.57,21070.88,21577.6,22445.15,24224.5,24906.36,25895.47,25668.93,26780.95,27875.98,28539.63,29576.92,31704.36,32668.66,30196.74,32955.84,34298.93,41356.97,41789.03
A,EUR,NET,P1_NCH_AW167,NL,31660.05,35613.48,36940.73,38210.25,39000.43,39870.87,42561.75,43415.2,44307.23,46041.26,47027.47,48056.89,48175.59,49362.79,50176.26,51152.58,52131.13,52901.12,53525.52,55254.27,58013.05,59995.12,62486.98,66299.9,55945.49,58630.2
A,EUR,NET,P1_NCH_AW167,NO,37982.3,41636.16,47269.37,45843.51,45445.76,50107.36,53329.82,56215.83,57714.68,56143.59,63306.73,67585.28,72560.28,72276.89,69827.09,67558.13,66355.57,67587.49,67947.6,68669.09,64724.96,71289.12,74547.37,69189.83,,
A,EUR,NET,P1_NCH_AW167,PL,6832.66,8024.81,7805.3,7129.12,7050.05,8164.64,8771.64,10147.36,11769.11,10053.6,11383.14,11703.72,11955.79,12341.49,13217.74,13693.39,13572.43,14863.87,15937.85,16943.11,18562.87,18150.92,20315.03,23561.77,27112.48,29376.11
A,EUR,NET,P1_NCH_AW167,PT,13311.99,14100.08,14587.01,15095.86,15564.91,16180.39,16626.07,17334.92,17856.43,18298.79,18519.91,17970.06,18610.68,17560.36,17467.23,17371.36,17815.49,18242.44,18911.31,19539.82,19708.07,20523.03,21463.69,23053.47,29670.71,31823.84
A,EUR,NET,P1_NCH_AW167,RO,,,,,,,,,6478.89,5857.1,6363.49,6724.13,6600.22,7172.9,7636.72,8505.22,9183.43,10103.22,11138.09,12074.74,12741.65,13476.87,15170.38,17576.88,21332.41,23175.24
A,EUR,NET,P1_NCH_AW167,SE,30691.67,29947.49,31867.81,32557.15,33587.28,34061.82,35241.19,37788.9,38290.2,36557.8,41552.26,44902.99,48180.88,49661.26,48597.57,47924.98,47781.5,47999.51,46362.97,46488.96,48263.83,51227.11,50718.08,49909.17,52071.18,56478.84
A,EUR,NET,P1_NCH_AW167,SI,8729.61,9700.91,10573.91,11444.2,12202.4,12817.5,13522.93,15025.51,16119.86,16482.56,17190.24,17600.62,17842.74,18455.78,18666.86,18777.38,19167.76,19608.69,20235.48,20833.07,22028.44,23171.28,24761.2,26915.24,34849.76,37998.15
A,EUR,NET,P1_NCH_AW167,SK,6602.93,6817.96,7139.84,7527.18,8455.47,9089.89,9702.86,10332.65,11353.49,11652.71,12033.87,12346.41,12592.31,12778.51,13293.88,13588.51,13968.58,14480.76,15318.34,16157.06,16556.97,17721.85,19087.53,20978.46,27294.73,29031.45
A,EUR,NET,P1_NCH_AW167,TR,11770943243.0,8016326038.0,8299218070.0,8443349134.0,8846.56,10539.81,9765.14,8637.43,9246.49,8980.57,10576.8,9839.06,11054.62,11245.73,10851.02,11778.95,12696.86,11341.63,9651.82,10897.18,10166.27,9244.27,9838.07,13720.81,,
A,EUR,NET,P1_NCH_AW167,UK,48601.14,49429.61,50533.36,47100.97,50133.29,51463.25,53428.75,56114.39,48804.3,44010.31,46749.95,45654.11,50008.47,48218.26,51057.47,58103.7,52965.54,51434.54,52443.89,54956.02,,,,,,
A,EUR,NET,P1_NCH_AW167,US,40784.61,43368.6,42562.27,37141.32,34424.08,35309.89,36538.8,35627.49,34268.63,36980.15,39942.94,39861.53,43956.91,42312.51,43393.55,52840.32,53895.37,54131.42,55425.22,60038.37,62177.23,61956.16,72473.74,74143.19,,
A,EUR,NET,P1_NCH_AW50,AT,11752.8,11864.77,12086.24,12503.69,12983.2,13616.29,13904.27,14183.75,14449.06,15140.02,15319.61,15644.71,15930.77,16135.38,16523.61,16832.55,17605.87,18080.86,18428.13,19042.15,19859.67,20279.3,22361.25,22910.64,24407.54,25279.59
A,EUR,NET,P1_NCH_AW50,BE,11129.01,11600.67,12124.78,12677.74,13733.14,13238.66,13916.66,14244.26,14873.47,15448.23,15720.64,16155.9,16628.54,17057.94,17200.17,17433.61,18256.11,18658.25,19425.9,20123.43,20399.58,20658.87,21991.82,23681.9,25894.52,26323.59
A,EUR,NET,P1_NCH_AW50,BG,,,,,,,,,1302.93,1475.66,1601.15,1698.19,1799.2,1899.0,2016.83,2169.54,2344.49,2566.33,2723.5,3046.46,3306.34,3728.28,4284.53,4945.12,6379.87,7224.97
A,EUR,NET,P1_NCH_AW50,CH,20306.83,21498.21,22621.31,22166.85,22244.25,22419.82,22359.9,22075.44,22954.57,24338.84,26991.25,30409.82,32470.06,32143.83,31366.61,35562.89,35833.52,35267.8,34334.87,36204.94,38217.7,39198.69,41683.9,43582.97,,
A,EUR,NET,P1_NCH_AW50,CY,,,,,,7795.87,8328.99,8786.07,,,,,,,9548.23,,,9769.51,10079.3,10239.22,10098.0,10349.39,11316.47,12235.47,14855.15,15359.88
A,EUR,NET,P1_NCH_AW50,CZ,1828.17,2067.86,2444.31,2469.48,2616.96,2926.78,3427.01,3735.62,4670.83,4589.88,4907.7,5109.29,5149.58,4964.96,4798.52,4963.92,5182.8,5603.43,6112.43,6480.17,6456.68,7527.77,8479.22,9275.19,12131.0,13107.24
A,EUR,NET,P1_NCH_AW50,DE,11803.32,12221.48,12495.22,12617.76,13129.49,13205.04,13267.47,13636.13,13992.77,14007.34,14528.53,14923.5,15281.21,15528.82,15896.52,16254.16,16576.26,16849.06,17385.35,17972.35,17839.29,18579.6,20306.37,21575.14,20027.15,20634.9
A,EUR,NET,P1_NCH_AW50,DK,12298.13,12856.46,13440.16,13833.98,14170.99,14340.05,14782.25,15454.53,16100.61,16615.66,17367.89,17778.93,18017.05,18200.42,18453.01,18632.53,18812.99,19108.75,19579.51,19993.38,20387.52,21201.42,21847.47,22678.4,25220.02,26068.08
A,EUR,NET,P1_NCH_AW50,EA19,,,,,,11375.97,11728.96,12109.11,12542.27,12765.29,13049.94,13297.05,13560.3,13817.94,14155.94,14362.6,14720.32,14880.83,15255.82,15904.14,15914.31,16520.86,17521.02,,,
A,EUR,NET,P1_NCH_AW50,EA20,,,,,,,,,,,,,,13719.95,14051.17,14257.67,14613.04,14773.89,15147.87,15792.06,15804.06,16407.26,17405.02,18380.4,19023.15,19503.6
A,EUR,NET,P1_NCH_AW50,EA21,,,,,,,,,,,,,,,,,,,,,,,,,18777.93,19270.31
A,EUR,NET,P1_NCH_AW50,EE,1613.83,1832.42,2002.11,2152.55,2375.02,2684.57,3205.96,3802.9,4306.18,4045.92,4091.29,4343.57,4587.77,4904.29,5138.91,5504.01,6211.59,6332.72,7392.97,7819.06,7979.17,8477.41,9159.51,10448.64,12300.71,12950.21
A,EUR,NET,P1_NCH_AW50,EL,6469.74,6608.58,7299.46,8080.8,9007.32,9245.46,9996.0,10052.7,10017.0,10318.98,10145.52,9512.89,9253.41,8787.54,8955.24,8642.24,8417.04,8340.78,8368.08,8541.22,7904.08,8612.48,9459.42,10158.59,11283.54,12878.26
A,EUR,NET,P1_NCH_AW50,ES,7785.83,8006.74,8257.33,8720.22,8972.54,9190.59,9401.23,9888.42,10699.68,11035.41,11194.7,11379.49,11446.04,11478.96,11519.75,11927.12,11919.8,11947.71,12376.67,12779.7,12187.64,12909.88,13313.65,14110.25,15563.5,15952.3
A,EUR,NET,P1_NCH_AW50,EU15,11340.84,11778.51,12075.05,12145.11,12635.76,12881.08,13290.68,13774.11,13710.63,13575.86,14028.5,14277.37,14824.51,14994.44,15455.86,16084.57,16039.32,16062.98,16409.32,17072.85,,,,,,
A,EUR,NET,P1_NCH_AW50,EU27_2020,,,,,,,,,,,,,,12073.34,12333.4,12505.06,12811.91,13006.72,13356.02,13916.93,14005.97,14554.82,15517.46,16483.09,17281.22,17914.57
A,EUR,NET,P1_NCH_AW50,EU28,,,,,,,,,,,,,,12823.4,13206.55,13733.42,13725.0,13804.97,14158.2,14755.06,,,,,,
A,EUR,NET,P1_NCH_AW50,FI,10093.95,10708.77,11333.16,11721.5,12306.96,12802.58,13445.45,14260.46,15023.7,15669.89,16030.57,16405.17,17022.24,17220.64,17275.45,17464.8,17803.59,18095.29,18452.87,18934.41,19680.41,20122.4,20780.53,21669.68,21876.04,22751.18
A,EUR,NET,P1_NCH_AW50,FR,10522.94,11219.97,11497.7,11822.49,12081.23,12534.42,13070.1,13394.79,13739.18,13880.09,14042.93,14237.83,14418.13,14841.75,14998.16,14798.86,15481.07,15536.88,15880.4,17183.21,16858.12,17330.37,18144.69,18772.74,20210.11,20510.62
A,EUR,NET,P1_NCH_AW50,HR,,,,,,,,,,,,,,4371.75,4391.98,4566.41,4656.09,4934.9,5199.76,5381.22,5588.59,5810.98,6361.94,7052.29,8627.92,9444.08
A,EUR,NET,P1_NCH_AW50,HU,1534.98,1786.66,2238.16,2510.91,2721.01,3003.63,3056.88,3313.85,3559.78,3310.07,3457.66,3464.05,3215.68,3237.54,3239.21,3351.78,3569.36,4011.86,4293.47,4695.27,4774.61,5037.48,5333.73,6359.87,7097.23,7716.0
A,EUR,NET,P1_NCH_AW50,IE,12872.63,14205.13,14975.0,15841.65,16789.32,17578.73,18332.17,19358.44,20181.74,19437.97,19457.01,18638.95,18913.88,18832.07,18944.27,19243.25,19768.23,20163.46,20837.37,22869.12,23283.7,24040.23,24653.43,26234.69,31173.51,32052.35
A,EUR,NET,P1_NCH_AW50,IS,15915.98,14361.76,15049.54,15863.7,16726.5,21142.79,20851.83,23352.58,15112.17,12234.29,13525.15,14267.79,15475.24,16509.42,18605.36,20813.95,24428.87,27744.23,26812.44,25986.3,24396.2,26519.94,29673.33,30626.21,,
A,EUR,NET,P1_NCH_AW50,IT,8464.96,8710.46,8858.55,9491.62,9683.47,9912.11,10103.57,10346.45,10666.16,10842.61,11057.57,11193.9,11366.63,11531.76,12475.05,12859.23,12881.04,12905.38,12989.48,13118.15,13505.93,13908.89,14389.1,15082.77,16940.46,16826.08
A,EUR,NET,P1_NCH_AW50,JP,20615.73,19083.57,17274.36,15689.36,15338.85,15197.29,14112.97,12736.15,13443.37,15254.04,16775.4,17665.13,19341.43,15070.71,14271.45,15201.85,17148.6,16281.16,15996.17,17143.03,16725.33,15705.42,14996.68,13865.16,,
A,EUR,NET,P1_NCH_AW50,LT,1250.65,1290.21,1393.46,1513.47,1602.22,1734.9,2026.92,2507.2,2967.12,2844.95,2786.73,2864.87,2982.08,3141.66,3358.58,3543.18,3895.72,4398.84,4867.33,5357.36,6012.18,6517.78,7582.7,8548.39,10170.57,10968.32
A,EUR,NET,P1_NCH_AW50,LU,14764.32,15836.2,16449.48,16884.92,17257.82,17793.93,18329.39,18894.68,19663.32,20445.37,20883.64,21107.97,21777.19,22244.21,22682.48,22867.92,23071.22,24487.18,25016.42,26200.7,27177.33,27570.8,28891.44,30640.45,35109.22,36489.56
A,EUR,NET,P1_NCH_AW50,LV,879.98,937.31,990.54,1092.92,1211.67,1395.95,1754.12,2322.36,2892.67,2835.2,2612.04,2739.27,2827.38,2980.64,3240.17,3510.79,3765.26,4088.36,4665.98,5032.02,5510.56,6113.21,6779.88,7539.77,9430.16,10298.02
A,EUR,NET,P1_NCH_AW50,MT,,,,,,6572.33,6775.85,6961.04,7513.13,7695.0,8005.13,8664.38,8944.13,9168.0,8962.5,9128.63,9558.0,9776.63,10114.13,10765.88,11078.25,10346.25,11194.13,11621.63,15628.8,16262.46
A,EUR,NET,P1_NCH_AW50,NL,11393.59,12908.46,13380.83,13704.29,14169.19,14329.57,16049.97,16546.23,16888.67,17412.81,17678.46,18116.27,18390.76,18830.55,19602.39,20060.27,21126.06,21461.92,21703.8,22615.39,23570.19,24552.76,25467.44,27483.61,25636.33,26750.34
A,EUR,NET,P1_NCH_AW50,NO,13894.89,15288.78,17303.86,16765.67,16613.82,18151.76,19224.4,20375.27,20919.75,20344.95,22939.82,24493.05,26292.05,26189.65,25156.8,24360.03,23948.07,24389.85,24530.81,24821.64,23298.34,25674.39,27113.35,25450.22,,
A,EUR,NET,P1_NCH_AW50,PL,2154.57,2537.02,2470.89,2255.17,2228.91,2577.41,2776.05,3189.95,3717.17,3138.98,3547.79,3639.5,3712.9,3827.97,4090.74,4233.16,4191.47,4581.31,4902.73,5212.84,5804.67,5680.65,6669.8,7679.52,9457.87,10912.73
A,EUR,NET,P1_NCH_AW50,PT,5003.85,5202.45,5385.64,5595.75,5785.42,5838.73,6004.46,6272.68,6633.02,6774.34,6895.24,6900.88,6958.41,7014.31,6963.15,7022.53,7058.64,7190.55,7385.44,7695.58,7774.9,8192.5,8649.17,9115.21,14250.53,14756.76
A,EUR,NET,P1_NCH_AW50,RO,,,,,,,,,2066.0,1865.94,2018.93,2125.34,2080.92,2251.6,2385.69,2639.89,2877.9,3146.85,3458.56,3717.5,3904.1,4108.06,4589.34,5554.42,6448.56,7041.44
A,EUR,NET,P1_NCH_AW50,SE,11010.69,10746.35,11394.59,11658.34,12078.95,12383.92,12908.45,14078.87,14342.4,13539.24,15477.55,16687.58,17836.31,18368.84,18036.38,17756.62,17927.48,18036.92,17379.83,17278.24,17783.74,19162.27,19083.78,18357.36,19965.99,21425.18
A,EUR,NET,P1_NCH_AW50,SI,3054.81,3391.71,3693.89,4001.42,4271.25,4624.03,4880.7,5233.06,5952.75,6078.88,6513.36,6676.89,6757.8,6825.42,6915.4,6962.51,7043.0,7206.92,7445.76,7673.47,8075.27,8337.8,8878.89,9849.45,12009.74,13117.07
A,EUR,NET,P1_NCH_AW50,SK,2189.57,2265.11,2375.23,2518.55,2878.72,3099.55,3295.87,3505.72,3822.18,4014.7,4129.29,4159.51,4244.89,4323.21,4486.48,4662.07,4765.36,4904.54,5135.84,5378.6,5553.26,5919.84,6358.45,6981.45,9035.81,9594.92
A,EUR,NET,P1_NCH_AW50,TR,3555711955.0,2516255675.0,2654145836.0,2718582854.0,2814.03,3358.99,3098.3,2682.31,3089.67,2996.73,3560.49,3324.21,3744.58,3828.92,3700.39,4021.79,4437.46,3980.39,3335.3,3772.97,3511.94,3202.85,3610.68,5023.56,,
A,EUR,NET,P1_NCH_AW50,UK,16426.63,16851.3,17231.14,16107.1,17133.42,17588.87,18256.36,19166.58,16733.3,15089.78,16035.76,16073.9,17743.12,17366.32,18478.04,21106.19,19258.41,18680.71,19049.99,19905.49,,,,,,
A,EUR,NET,P1_NCH_AW50,US,14300.73,15148.68,14807.22,12797.24,11855.54,12158.7,12582.87,12267.56,12083.66,12937.82,13981.33,13700.75,15099.45,14584.84,14955.59,18211.87,18577.3,18658.96,18717.95,20284.08,22442.47,22185.01,24579.03,25100.45,,
A,EUR,NET,P1_NCH_AW67,AT,14814.05,14965.03,15240.77,15767.03,15954.05,16680.53,17087.69,17482.83,17857.95,18570.87,18821.39,19264.58,19643.27,20102.54,20428.11,20837.1,22191.67,22544.94,22954.07,23455.93,24067.97,24564.11,26403.73,27907.95,29884.74,30718.27
A,EUR,NET,P1_NCH_AW67,BE,13602.33,14208.3,14746.25,15111.96,15590.24,15939.68,16360.96,16713.3,17417.9,18123.02,18507.82,18987.41,19558.21,19811.95,19946.63,20128.7,20769.79,21247.61,22115.77,22896.83,23170.45,23539.18,24942.48,26901.18,28336.49,28802.36
A,EUR,NET,P1_NCH_AW67,BG,,,,,,,,,1745.93,1977.38,2145.53,2275.58,2410.93,2544.66,2702.56,2907.19,3141.62,3438.88,3649.5,4082.26,4430.49,4995.89,5741.27,6626.46,8549.03,9681.46
A,EUR,NET,P1_NCH_AW67,CH,26671.83,28237.94,29700.43,29113.82,29205.92,29431.74,29376.64,28981.76,30085.32,31894.89,35359.06,39874.16,42548.88,42120.59,41129.39,46644.58,46953.71,46216.94,44978.28,47433.71,50042.71,51296.93,54552.23,57054.35,,
A,EUR,NET,P1_NCH_AW67,CY,,,,,,10446.47,11160.85,11773.33,,,,,,,12794.63,,,13091.15,13506.27,13720.56,13531.32,13868.18,15164.08,16395.53,19824.72,20365.79
A,EUR,NET,P1_NCH_AW67,CZ,2399.71,2713.99,3212.4,3248.18,3445.9,3856.74,4466.95,4852.58,5920.36,5830.95,6242.29,6519.59,6564.61,6327.96,6123.31,6342.05,6632.54,7187.78,7861.36,8354.43,8332.7,9718.04,10935.32,11991.93,14285.81,15445.8
A,EUR,NET,P1_NCH_AW67,DE,14555.9,15163.88,15532.78,15702.06,16367.59,16492.37,16597.53,17091.23,17555.02,17567.82,18384.81,18910.08,19372.22,19689.01,20150.81,20605.63,21015.96,21363.02,22049.65,22807.7,22639.68,23655.2,25763.53,27386.45,25487.23,26252.93
